First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str.Acc,SApM,Str.Def,TD Avg,TD Acc,TD Def,Sub. Avg,Total Fights,Weight Class,Fighter_ID
Tim,Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,31,10,0,0,4.23,41%,2.61,61%,0.11,100%,75%,0.1,41,HeavyWeight,3704
Kevin,Szaflarski,,"6' 5""",260 lbs.,"77.0""",Orthodox,11,2,0,0,1.13,28%,8.07,30%,0.00,0%,0%,0.0,13,HeavyWeight,3705
Osamu,Tachihikari,,"6' 5""",300 lbs.,--,Orthodox,0,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,HeavyWeight,3706
Amber,Tackett,,--,115 lbs.,--,,1,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,StrawWeight,3707
Eugenio,Tadeu,,"5' 8""",160 lbs.,--,Orthodox,2,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,WelterWeight,3708
Justin,Tafa,Bad Man,"6' 0""",264 lbs.,"74.0""",Southpaw,7,4,0,0,4.09,54%,5.02,47%,0.00,0%,50%,0.0,11,HeavyWeight,3709
Junior,Tafa,The Juggernaut,"6' 3""",240 lbs.,"75.0""",Orthodox,5,2,0,0,1.81,40%,1.86,50%,0.00,0%,81%,0.0,7,HeavyWeight,3710
Khalid,Taha,The Warrior,"5' 5""",135 lbs.,"69.0""",Orthodox,13,5,0,0,2.64,32%,4.12,46%,0.00,0%,61%,0.2,18,BantamWeight,3711
Joe,Taimanglo,The Juggernaut,"5' 4""",135 lbs.,--,,23,7,1,0,4.18,42%,4.55,59%,5.45,40%,100%,1.4,31,BantamWeight,3712
Tatsuro,Taira,,"5' 7""",125 lbs.,"70.0""",Orthodox,15,0,0,0,3.51,71%,1.15,47%,2.12,41%,71%,2.4,15,FlyWeight,3713
Mairbek,Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,27,6,0,0,2.98,39%,3.03,64%,1.34,63%,88%,0.0,33,LightWeight,3714
Nobuhiko,Takada,,"6' 0""",220 lbs.,--,Southpaw,2,6,2,0,0.31,24%,1.92,39%,1.15,20%,0%,0.0,10,HeavyWeight,3715
Yoshiki,Takahashi,Kazuo,"5' 11""",199 lbs.,--,Southpaw,30,27,3,0,2.26,51%,6.47,44%,0.00,0%,66%,2.3,60,LightHeavyWeight,3716
Yoko,Takahashi,,"5' 8""",150 lbs.,--,,15,12,2,0,5.11,54%,8.78,48%,0.00,0%,0%,0.0,29,LightWeight,3717
Daiju,Takase,,"6' 0""",170 lbs.,--,Southpaw,12,15,2,0,0.49,30%,1.64,47%,0.84,17%,21%,1.2,29,WelterWeight,3718
Hiroyuki,Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,21,14,2,0,3.18,33%,3.16,60%,0.90,45%,66%,0.0,37,FeatherWeight,3719
Yoshihiro,Takayama,,"6' 5""",280 lbs.,--,Orthodox,1,4,0,0,3.40,54%,5.69,29%,0.67,33%,55%,0.0,5,HeavyWeight,3720
Makoto,Takimoto,,"5' 7""",205 lbs.,--,Southpaw,6,5,0,0,1.37,39%,1.71,55%,1.48,50%,25%,1.1,11,LightHeavyWeight,3721
Oleg,Taktarov,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,17,5,2,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,24,HeavyWeight,3722
Payton,Talbott,,"5' 10""",135 lbs.,"70.0""",Switch,8,0,0,0,8.05,54%,3.58,51%,0.00,0%,90%,0.5,8,BantamWeight,3723
Nordine,Taleb,,"6' 1""",170 lbs.,"74.0""",Orthodox,15,7,0,0,3.66,51%,2.62,66%,1.94,76%,73%,0.0,22,WelterWeight,3724
Murtaza,Talha,,"6' 0""",205 lbs.,"74.0""",Orthodox,6,1,0,0,4.91,58%,8.29,30%,0.00,0%,100%,0.0,7,LightHeavyWeight,3725
Tsuyoshi,Tamakairiki,,"6' 0""",220 lbs.,--,Orthodox,0,3,0,0,0.00,0%,26.67,50%,0.00,0%,0%,0.0,3,HeavyWeight,3726
Eli,Tamez,Tomahawk,"5' 7""",135 lbs.,--,,10,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,10,BantamWeight,3727
Kiyoshi,Tamura,,"5' 11""",185 lbs.,--,Southpaw,32,13,3,0,2.44,53%,1.44,60%,0.58,60%,45%,0.2,48,MiddleWeight,3728
Akitoshi,Tamura,The Ironman,"5' 9""",135 lbs.,"70.0""",Orthodox,21,18,2,0,3.73,43%,1.94,78%,0.00,0%,20%,1.0,41,BantamWeight,3729
Issei,Tamura,,"5' 5""",135 lbs.,"63.0""",Orthodox,10,8,0,0,1.89,53%,4.58,44%,0.92,25%,33%,0.0,18,BantamWeight,3730
Jason,Tan,,"5' 10""",170 lbs.,--,Orthodox,5,3,0,0,0.69,29%,7.37,18%,0.00,0%,0%,0.0,8,WelterWeight,3731
Akihito,Tanaka,Kinniku Mantaro,--,--,--,Southpaw,2,2,0,0,0.19,50%,2.05,38%,5.59,66%,0%,0.0,4,HeavyWeight,3732
Michinori,Tanaka,,"5' 5""",135 lbs.,"67.0""",Orthodox,11,3,0,0,1.97,37%,1.99,50%,2.40,38%,43%,0.2,14,BantamWeight,3733
Evan,Tanner,,"6' 0""",185 lbs.,"74.0""",Orthodox,32,8,0,0,3.05,59%,2.64,56%,2.55,43%,25%,1.3,40,MiddleWeight,3734
Kasey,Tanner,,"5' 7""",135 lbs.,"69.0""",Orthodox,6,1,0,0,6.60,50%,6.67,63%,2.00,33%,0%,0.0,7,BantamWeight,3735
Otar,Tanzilov,,--,135 lbs.,--,,9,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,9,BantamWeight,3736
Manny,Tapia,The Mangler,"5' 5""",135 lbs.,"67.0""",Orthodox,12,14,1,0,2.69,21%,4.74,58%,0.49,40%,66%,0.2,27,BantamWeight,3737
Gary,Tapusoa,,"5' 7""",185 lbs.,--,,8,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,MiddleWeight,3738
Miesha,Tate,Cupcake,"5' 6""",135 lbs.,"65.0""",Orthodox,20,9,0,0,2.62,45%,2.98,51%,2.02,31%,55%,1.3,29,BantamWeight,3739
Deividas,Taurosevicius,,"5' 9""",145 lbs.,"68.0""",Southpaw,17,5,0,0,2.13,43%,1.82,59%,2.00,28%,50%,0.3,22,FeatherWeight,3740
Thiago,Tavares,,"5' 7""",145 lbs.,"70.0""",Orthodox,21,7,1,0,2.00,40%,2.31,62%,3.83,42%,62%,1.5,29,FeatherWeight,3741
Jeremy,Tavares,,--,135 lbs.,--,,1,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,BantamWeight,3742
Brad,Tavares,,"6' 1""",185 lbs.,"74.0""",Orthodox,20,10,0,0,3.38,43%,3.15,55%,0.78,26%,81%,0.0,30,MiddleWeight,3743
Ramon,Taveras,The Savage,"5' 8""",135 lbs.,"70.0""",Southpaw,10,2,0,0,4.63,45%,5.41,65%,0.00,0%,100%,0.0,12,BantamWeight,3744
Paul,Taylor,Relentless,"6' 0""",155 lbs.,"72.0""",Orthodox,11,6,1,0,4.44,47%,4.47,55%,0.27,25%,56%,0.5,18,LightWeight,3745
Jesse,Taylor,JT Money,"6' 0""",170 lbs.,"73.0""",Orthodox,31,15,0,0,1.94,65%,0.55,38%,7.28,50%,100%,3.1,46,WelterWeight,3746
Torrance,Taylor,,"5' 7""",155 lbs.,--,,13,8,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,22,LightWeight,3747
Louis,Taylor,Handgunz,"5' 11""",185 lbs.,--,Orthodox,13,4,0,0,2.06,32%,1.24,68%,2.48,28%,100%,0.0,17,MiddleWeight,3748
Anthony,Taylor,Pretty Boy,"5' 7""",145 lbs.,--,,1,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,FeatherWeight,3749
Danielle,Taylor,Dynamite,"5' 0""",115 lbs.,"60.0""",Orthodox,9,4,0,0,2.75,29%,3.31,71%,0.20,20%,70%,0.2,13,StrawWeight,3750
J.T,Taylor,The Outlaw,"5' 10""",--,--,,7,7,0,0,3.17,80%,3.70,26%,3.96,100%,0%,7.9,14,HeavyWeight,3751
James,Te Huna,,"6' 2""",185 lbs.,"75.0""",Orthodox,16,9,0,0,4.04,51%,2.99,62%,2.75,37%,58%,0.2,25,MiddleWeight,3752
Shawn,Teed,,"6' 5""",265 lbs.,--,Orthodox,5,2,0,0,1.40,42%,13.31,21%,0.00,0%,0%,0.0,7,HeavyWeight,3753
Glover,Teixeira,,"6' 2""",205 lbs.,"76.0""",Orthodox,33,9,0,0,3.73,49%,4.43,51%,2.11,33%,60%,0.9,42,LightHeavyWeight,3754
John,Teixeira,Macapa,"5' 7""",145 lbs.,--,Orthodox,21,2,2,0,3.36,35%,3.20,63%,1.00,27%,71%,0.7,25,FeatherWeight,3755
Ewerton,Teixeira,,"6' 1""",242 lbs.,--,,3,1,0,0,2.00,39%,3.22,35%,0.00,0%,33%,0.0,4,HeavyWeight,3756
Talisson,Teixeira,Xicao,--,265 lbs.,--,,6,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,HeavyWeight,3757
Tra,Telligman,Trauma,"6' 2""",233 lbs.,--,Orthodox,7,5,1,0,1.83,35%,3.02,56%,0.87,100%,80%,0.0,13,HeavyWeight,3758
Taneisha,Tennant,Triple Threat,"5' 7""",145 lbs.,"70.0""",Orthodox,5,1,0,0,5.67,55%,3.40,71%,0.00,0%,100%,0.0,6,FeatherWeight,3759
Herman,Terrado,,--,170 lbs.,--,,15,3,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,19,WelterWeight,3760
Dave,Terrel,The Bionic,"5' 8""",170 lbs.,--,Southpaw,7,7,0,0,2.62,43%,2.80,48%,3.28,38%,100%,0.0,14,WelterWeight,3761
David,Terrell,The Soul Assassin,"6' 1""",185 lbs.,--,Southpaw,6,2,0,0,2.34,63%,2.71,37%,5.54,50%,0%,5.5,8,MiddleWeight,3762
James,Terry,Intensity,"5' 10""",170 lbs.,--,Orthodox,19,9,0,0,3.23,32%,4.77,64%,3.31,36%,75%,0.0,28,WelterWeight,3763
Jeff,Terry,,"6' 2""",205 lbs.,--,,2,3,0,0,1.09,50%,9.27,19%,0.00,0%,100%,0.0,5,LightHeavyWeight,3764
David,Teymur,,"5' 9""",155 lbs.,"73.0""",Southpaw,8,2,0,0,4.69,43%,3.53,55%,0.94,33%,77%,0.0,10,LightWeight,3765
Daniel,Teymur,Kid Dynamite,"5' 5""",145 lbs.,"69.0""",Orthodox,7,4,0,0,3.08,46%,3.93,56%,0.56,18%,60%,0.3,11,FeatherWeight,3766
Motonobu,Tezuka,,"5' 7""",135 lbs.,--,Southpaw,28,12,7,0,0.87,23%,2.80,51%,1.50,11%,0%,0.5,47,BantamWeight,3767
Jason,Thacker,,"5' 10""",185 lbs.,--,Orthodox,0,1,0,0,0.63,33%,17.05,32%,0.00,0%,0%,0.0,1,MiddleWeight,3768
Brandon,Thatch,Rukus,"6' 2""",170 lbs.,"74.0""",Switch,11,5,0,0,2.70,42%,3.63,52%,1.36,66%,50%,0.7,16,WelterWeight,3769
Elias,Theodorou,The Spartan,"6' 1""",185 lbs.,"75.0""",Orthodox,16,3,0,0,4.19,42%,2.39,53%,1.27,28%,59%,0.0,19,MiddleWeight,3770
Nik,Theotikos,,--,185 lbs.,--,Orthodox,6,2,0,0,0.00,0%,5.48,19%,0.00,0%,0%,4.8,8,MiddleWeight,3771
Paulo,Thiago,,"5' 11""",170 lbs.,"74.0""",Orthodox,18,9,0,0,1.71,39%,1.99,63%,1.42,31%,63%,1.2,27,WelterWeight,3772
Din,Thomas,Dinyero,"5' 9""",155 lbs.,--,Orthodox,26,9,0,0,1.85,37%,2.60,59%,1.38,52%,76%,1.2,35,LightWeight,3773
Ryan,Thomas,The Tank Engine,"6' 0""",170 lbs.,--,Orthodox,20,8,0,0,2.01,36%,4.17,30%,5.59,33%,0%,2.2,28,WelterWeight,3774
Noah,Thomas,,"5' 9""",135 lbs.,--,Orthodox,14,7,0,0,0.44,13%,4.99,33%,0.00,0%,0%,1.3,21,BantamWeight,3775
Joel,Thomas,The NIce Guy,"5' 10""",170 lbs.,--,,5,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,WelterWeight,3776
Treston,Thomison,,"5' 8""",145 lbs.,--,,10,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,16,FeatherWeight,3777
Nick,Thompson,The Goat,"6' 1""",170 lbs.,"74.0""",Orthodox,38,14,1,0,1.87,42%,1.80,49%,1.06,100%,35%,2.6,53,WelterWeight,3778
James,Thompson,The Colossus,"6' 5""",265 lbs.,--,Orthodox,20,16,0,0,5.13,52%,3.19,41%,3.14,36%,53%,1.3,36,HeavyWeight,3779
Oli,Thompson,,"6' 1""",242 lbs.,"75.0""",Orthodox,17,10,0,0,1.66,46%,5.31,46%,0.00,0%,50%,0.5,27,HeavyWeight,3780
Stephen,Thompson,Wonderboy,"6' 0""",170 lbs.,"75.0""",Orthodox,17,7,1,0,4.11,46%,3.03,54%,0.26,41%,65%,0.0,25,WelterWeight,3781
Josh,Thomson,The Punk,"5' 10""",155 lbs.,"71.0""",Orthodox,22,9,0,0,2.59,47%,2.12,64%,1.92,39%,54%,1.3,31,LightWeight,3782
Simeon,Thoresen,The Grin,"6' 1""",170 lbs.,"79.0""",Orthodox,17,6,1,0,3.85,43%,3.85,64%,1.12,40%,50%,1.7,24,WelterWeight,3783
Josh,Thornburg,,"6' 0""",170 lbs.,--,,8,8,0,0,1.20,50%,3.13,38%,2.00,66%,42%,2.0,16,WelterWeight,3784
Gleison,Tibau,,"5' 10""",155 lbs.,"71.0""",Southpaw,33,14,0,0,1.95,31%,2.51,63%,4.08,53%,92%,0.8,47,LightWeight,3785
Chris,Tickle,BadBoy,"5' 9""",155 lbs.,--,,9,9,0,0,1.07,40%,1.13,43%,1.00,25%,20%,2.0,18,LightWeight,3786
Nolan,Ticman,,"5' 6""",125 lbs.,--,Orthodox,4,3,0,0,2.57,47%,2.53,67%,0.00,0%,60%,0.0,7,FlyWeight,3787
Darren,Till,The Gorilla,"6' 0""",185 lbs.,"74.0""",Southpaw,18,5,1,0,2.30,46%,3.31,56%,0.55,46%,69%,0.0,24,MiddleWeight,3788
Brett,Tillis,,--,145 lbs.,--,,0,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,FeatherWeight,3789
Denis,Tiuliulin,,"6' 1""",185 lbs.,"77.0""",Orthodox,10,9,0,0,4.50,41%,6.15,36%,0.00,0%,73%,0.0,19,MiddleWeight,3790
Ryan,Tobar,,--,155 lbs.,--,,3,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,LightWeight,3791
Andrew,Todhunter,The Sniper,"6' 0""",185 lbs.,--,Switch,8,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,MiddleWeight,3792
Dusko,Todorovic,Thunder,"6' 1""",185 lbs.,"74.0""",Orthodox,12,4,0,0,5.54,57%,4.55,46%,0.96,12%,45%,0.0,16,MiddleWeight,3793
Tuco,Tokkos,,"6' 4""",205 lbs.,"76.0""",Orthodox,10,4,0,0,3.26,43%,4.57,45%,1.96,100%,33%,0.0,14,LightHeavyWeight,3794
Hideo,Tokoro,,"5' 7""",135 lbs.,--,Orthodox,34,29,2,0,1.78,37%,2.01,65%,0.87,34%,44%,2.3,65,BantamWeight,3795
Anatoly,Tokov,,"5' 10""",185 lbs.,--,,25,2,0,0,3.51,72%,0.54,66%,2.03,100%,100%,0.0,27,MiddleWeight,3796
Kazuki,Tokudome,,"5' 11""",155 lbs.,"73.0""",Southpaw,18,7,1,0,2.26,41%,3.63,53%,2.00,38%,78%,0.0,26,LightWeight,3797
Puja,Tomar,The Cyclone,--,115 lbs.,--,,8,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,StrawWeight,3798
Tyler,Toner,,"5' 8""",145 lbs.,"70.0""",Orthodox,15,7,0,0,2.95,52%,2.13,62%,0.00,0%,54%,0.4,22,FeatherWeight,3799
James,Toney,Lights Out,"5' 9""",220 lbs.,--,Orthodox,0,1,0,0,0.00,0%,2.41,27%,0.00,0%,0%,0.0,1,HeavyWeight,3800
Masanori,Tonooka,,"5' 8""",185 lbs.,--,Orthodox,1,2,0,0,0.16,5%,1.09,36%,0.00,0%,0%,0.0,3,MiddleWeight,3801
Carl,Toomey,,--,--,--,,3,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,HeavyWeight,3802
Ilia,Topuria,El Matador,"5' 7""",145 lbs.,"69.0""",Orthodox,15,0,0,1,4.40,46%,3.35,65%,1.92,56%,92%,1.3,15,FeatherWeight,3803
Anthony,Torres,The Crush,"5' 8""",170 lbs.,--,Orthodox,5,3,0,0,3.54,48%,7.52,45%,0.00,0%,100%,2.2,8,WelterWeight,3804
Miguel,Torres,,"5' 9""",135 lbs.,"76.0""",Orthodox,44,9,0,0,3.98,43%,1.86,74%,0.00,0%,17%,1.6,53,BantamWeight,3805
Ronys,Torres,,"5' 7""",155 lbs.,--,Orthodox,35,5,0,0,0.87,26%,1.93,57%,4.00,47%,16%,0.5,40,LightWeight,3806
Haven,Torres,,--,125 lbs.,--,,0,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,FlyWeight,3807
Alex,Torres,Rolo,"5' 10""",145 lbs.,--,Orthodox,5,4,0,0,2.47,37%,2.73,69%,2.00,22%,50%,0.0,9,FeatherWeight,3808
Abram,Torres,,"5' 10""",170 lbs.,--,,4,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,WelterWeight,3809
Jose,Torres,Shorty,"5' 4""",125 lbs.,"65.0""",Orthodox,8,1,0,0,4.37,36%,9.84,50%,1.28,33%,75%,0.0,9,FlyWeight,3810
Desmond,Torres,,"5' 6""",135 lbs.,"69.0""",Orthodox,7,2,0,0,4.80,64%,11.78,48%,0.00,0%,100%,0.0,9,BantamWeight,3811
Manuel,Torres,El Loco,"5' 10""",155 lbs.,"73.0""",Switch,15,2,0,0,8.14,58%,3.15,56%,3.26,66%,88%,1.6,17,LightWeight,3812
Eduardo,Torres Caut,Cyborg,"5' 7""",135 lbs.,"70.0""",Orthodox,16,2,0,0,1.10,34%,1.24,65%,2.06,33%,50%,0.0,18,BantamWeight,3813
Salim,Touahri,Grizzly,"5' 10""",170 lbs.,"72.0""",Orthodox,10,4,0,0,2.60,46%,2.87,58%,0.00,0%,83%,0.0,14,WelterWeight,3814
Dequan,Townsend,The Tarantula,"6' 3""",205 lbs.,"79.0""",Orthodox,21,12,0,0,1.23,34%,3.92,38%,0.00,0%,46%,0.0,33,LightHeavyWeight,3815
Minoru,Toyonaga,,"5' 11""",195 lbs.,--,Southpaw,2,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,LightHeavyWeight,3816
Slim,Trabelsi,,"6' 3""",235 lbs.,--,,5,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,HeavyWeight,3817
Roberto,Traven,Spider,"6' 3""",227 lbs.,--,Orthodox,6,4,1,0,0.92,50%,2.77,57%,0.00,0%,0%,0.0,11,HeavyWeight,3818
Bryan,Travers,,--,155 lbs.,--,,15,4,0,0,2.33,48%,3.93,55%,2.00,28%,63%,0.0,19,LightWeight,3819
Alexander,Trevino,,--,170 lbs.,--,,7,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,14,WelterWeight,3820
Francisco,Trevino,Sitkayan,"5' 9""",155 lbs.,"70.0""",Orthodox,13,3,0,0,2.65,42%,2.42,64%,0.97,22%,41%,0.0,16,LightWeight,3821
Angelo,Trevino,Baby Monsta,"5' 11""",170 lbs.,--,Switch,7,3,0,0,5.19,54%,3.90,47%,0.00,0%,100%,0.0,10,WelterWeight,3822
Frank,Trigg,Twinkle Toes,"5' 9""",170 lbs.,"71.0""",Southpaw,21,9,0,0,2.79,46%,1.90,56%,2.35,47%,75%,0.8,30,WelterWeight,3823
Francisco,Trinaldo,Massaranduba,"5' 9""",170 lbs.,"70.0""",Southpaw,28,9,0,0,3.13,45%,2.67,60%,0.98,42%,60%,0.5,37,WelterWeight,3824
Damien,Trites,The Omen,"5' 11""",165 lbs.,--,,7,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,13,WelterWeight,3825
Michael,Trizano,The Lone Wolf,"5' 11""",145 lbs.,"71.0""",Orthodox,11,3,0,0,3.63,53%,4.40,50%,0.36,66%,72%,0.5,14,FeatherWeight,3826
Antonio,Trocoli,Malvado,"6' 5""",205 lbs.,"82.0""",Orthodox,12,3,0,0,1.27,71%,4.56,25%,3.80,100%,100%,3.8,15,LightHeavyWeight,3827
Tor,Troeng,The Hammer,"6' 2""",185 lbs.,--,Orthodox,16,7,1,0,1.16,46%,3.26,32%,0.62,7%,66%,0.3,24,MiddleWeight,3828
Aaron,Trujillo,,"5' 5""",125 lbs.,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,FlyWeight,3829
Reynaldo,Trujillo,The Truth,"5' 9""",155 lbs.,--,,21,19,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,40,LightWeight,3830
Abel,Trujillo,Killa,"5' 8""",155 lbs.,"70.0""",Orthodox,15,8,0,0,2.65,41%,2.31,59%,2.18,45%,40%,0.4,23,LightWeight,3831
Arman,Tsarukyan,Ahalkalakets,"5' 7""",155 lbs.,"72.0""",Orthodox,22,3,0,0,3.79,48%,1.84,53%,3.25,37%,75%,0.0,25,LightWeight,3832
Rei,Tsuruya,,"5' 6""",125 lbs.,"68.0""",Orthodox,9,0,0,0,2.93,62%,1.44,44%,6.84,54%,50%,4.0,9,FlyWeight,3833
Chris,Tuchscherer,The Crowbar,"6' 2""",258 lbs.,"76.0""",Orthodox,21,4,0,0,1.35,31%,3.17,47%,1.19,18%,0%,0.6,25,HeavyWeight,3834
Jon,Tuck,Super Saiyan,"5' 11""",155 lbs.,"73.0""",Orthodox,10,5,0,0,3.00,40%,3.74,60%,0.42,33%,50%,1.0,15,LightWeight,3835
Gavin,Tucker,Guv'nor,"5' 6""",145 lbs.,"66.0""",Southpaw,13,3,0,0,4.29,44%,4.18,57%,3.13,44%,53%,1.5,16,FeatherWeight,3836
Jumabieke,Tuerxun,The Wild Wolf,"5' 7""",135 lbs.,--,Orthodox,19,4,1,0,1.60,28%,3.08,59%,0.47,11%,66%,0.9,24,BantamWeight,3837
Tom,Tuggle,The Law,"6' 2""",250 lbs.,--,Orthodox,0,3,0,0,0.00,0%,2.14,0%,32.14,100%,0%,0.0,3,HeavyWeight,3838
Blair,Tugman,,"6' 0""",135 lbs.,--,,10,6,0,0,2.25,53%,0.93,50%,7.50,60%,0%,0.0,16,BantamWeight,3839
Tai,Tuivasa,Bam Bam,"6' 2""",264 lbs.,"75.0""",Southpaw,15,7,0,0,3.96,49%,5.05,43%,0.00,0%,57%,0.0,22,HeavyWeight,3840
Zubaira,Tukhugov,Warrior,"5' 8""",155 lbs.,"68.0""",Orthodox,20,6,1,0,3.17,39%,3.07,63%,2.13,39%,100%,0.0,27,LightWeight,3841
Teila,Tuli,,"6' 0""",430 lbs.,--,Orthodox,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,3842
Marco,Tulio,Matuto,"6' 0""",185 lbs.,"74.0""",Orthodox,10,1,0,0,3.20,48%,2.20,52%,2.00,25%,0%,1.0,11,MiddleWeight,3843
Nyamjargal,Tumendemberel,Art of Knockout,"5' 7""",125 lbs.,"71.0""",Orthodox,8,0,0,0,4.43,44%,3.62,45%,4.68,38%,14%,3.7,8,FlyWeight,3844
Albert,Tumenov,Einstein,"5' 11""",170 lbs.,"73.0""",Orthodox,18,4,0,0,3.76,42%,3.34,58%,0.20,20%,75%,0.0,22,WelterWeight,3845
Ricky,Turcios,,"5' 9""",135 lbs.,"71.0""",Orthodox,13,3,0,0,5.08,37%,3.70,55%,1.00,25%,45%,0.2,16,BantamWeight,3846
Anton,Turkalj,The Pleasure Man,"6' 4""",205 lbs.,"78.0""",Orthodox,8,4,0,0,2.45,42%,3.42,54%,4.98,41%,16%,0.0,12,LightHeavyWeight,3847
Wellington,Turman,The Prodigy,"6' 0""",170 lbs.,"72.0""",Orthodox,18,8,0,0,3.23,51%,4.17,45%,1.55,20%,42%,0.8,26,WelterWeight,3848
Courtney,Turner,,"6' 2""",170 lbs.,--,,0,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,WelterWeight,3849
Jalin,Turner,The Tarantula,"6' 3""",155 lbs.,"77.0""",Southpaw,14,8,0,0,5.60,48%,4.57,41%,0.79,55%,74%,1.1,22,LightWeight,3850
Austin,Tweedy,,"5' 9""",155 lbs.,--,Orthodox,8,2,0,0,4.29,66%,6.43,0%,0.00,0%,0%,0.0,10,LightWeight,3851
Marcin,Tybura,Tybur,"6' 3""",249 lbs.,"78.0""",Orthodox,25,8,0,0,3.60,48%,3.35,55%,1.43,33%,79%,0.1,33,HeavyWeight,3852
Takeru,Uchida,,"5' 5""",125 lbs.,"68.0""",Southpaw,6,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,4.4,7,FlyWeight,3853
Alberto,Uda,,"6' 3""",185 lbs.,--,Orthodox,12,2,0,0,1.79,52%,3.49,45%,2.83,50%,66%,0.0,14,MiddleWeight,3854
Ryuki,Ueyama,,"5' 11""",180 lbs.,--,Southpaw,12,18,5,0,0.13,21%,1.40,46%,0.50,100%,0%,1.5,35,MiddleWeight,3855
Christian,Uflacker,,"5' 11""",170 lbs.,--,,5,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,WelterWeight,3856
Andy,Uhrich,,"6' 0""",170 lbs.,--,,11,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,17,WelterWeight,3857
Tagir,Ulanbekov,,"5' 7""",125 lbs.,"70.0""",Southpaw,15,2,0,0,3.22,45%,3.30,51%,3.71,46%,61%,2.1,17,FlyWeight,3858
Carlos,Ulberg,Black Jag,"6' 4""",205 lbs.,"77.0""",Orthodox,11,1,0,0,7.41,59%,3.60,52%,0.95,75%,75%,0.3,12,LightHeavyWeight,3859
Gasan,Umalatov,Cobra,"5' 11""",170 lbs.,"71.0""",Orthodox,17,4,2,0,2.23,39%,4.10,59%,0.75,17%,90%,0.0,23,WelterWeight,3860
Jeremy,Umphries,,--,160 lbs.,--,,5,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,WelterWeight,3861
Zach,Underwood,,"6' 2""",185 lbs.,--,,13,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,20,MiddleWeight,3862
Caol,Uno,Uno Shoten,"5' 7""",155 lbs.,"70.0""",Southpaw,33,19,5,0,1.91,49%,1.90,50%,1.95,31%,37%,0.5,57,LightWeight,3863
Kengo,Ura,Uraken,"5' 9""",165 lbs.,--,,14,12,2,0,1.05,37%,2.38,48%,2.85,28%,50%,1.4,28,WelterWeight,3864
Logan,Urban,Hulk,"6' 0""",170 lbs.,"72.0""",Orthodox,5,1,0,0,2.55,66%,16.60,27%,0.00,0%,0%,0.0,6,WelterWeight,3865
Hector,Urbina,El Toro,"5' 11""",170 lbs.,"73.0""",Orthodox,17,10,1,0,0.97,38%,2.44,39%,0.00,0%,38%,3.8,28,WelterWeight,3866
Elias,Urbina,,"6' 3""",185 lbs.,"77.0""",Southpaw,3,1,0,0,3.85,37%,6.17,50%,0.00,0%,0%,0.0,4,MiddleWeight,3867
