First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str.Acc,SApM,Str.Def,TD Avg,TD Acc,TD Def,Sub. Avg,Total Fights,Weight Class,Fighter_ID
David,Smith,,--,155 lbs.,--,,5,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,LightWeight,3542
Adam,Smith,,--,--,--,,0,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,HeavyWeight,3543
Dillon,Smith,,"6' 0""",170 lbs.,--,,0,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,WelterWeight,3544
Trevor,Smith,Hot Sauce,"6' 3""",185 lbs.,"75.0""",Orthodox,15,10,0,0,3.29,55%,3.31,51%,1.70,32%,60%,0.7,25,MiddleWeight,3545
Anthony,Smith,Lionheart,"6' 4""",205 lbs.,"76.0""",Orthodox,38,19,0,0,3.23,48%,4.47,46%,0.49,26%,49%,0.7,57,LightHeavyWeight,3546
Colton,Smith,,"6' 0""",155 lbs.,"71.0""",Orthodox,7,4,0,0,1.64,41%,2.30,51%,4.09,36%,25%,1.4,11,LightWeight,3547
Gilbert,Smith,,"5' 9""",185 lbs.,--,Southpaw,12,6,0,0,1.09,41%,2.73,35%,3.51,60%,0%,1.2,18,MiddleWeight,3548
Leslie,Smith,The Peacemaker,"5' 9""",135 lbs.,"66.0""",Orthodox,10,7,1,0,7.56,40%,8.41,51%,0.00,0%,62%,0.0,18,BantamWeight,3549
Devonte,Smith,King Kage,"5' 9""",155 lbs.,"76.0""",Orthodox,11,4,0,0,4.55,53%,3.91,49%,0.35,25%,85%,0.3,15,LightWeight,3550
Cole,Smith,The Cole Train,"5' 11""",135 lbs.,"67.0""",Orthodox,7,2,0,0,1.78,35%,1.96,49%,1.67,33%,45%,1.7,9,BantamWeight,3551
Nate,Smith,The Savage,"5' 6""",125 lbs.,"69.0""",Switch,6,1,0,0,1.28,38%,2.04,35%,0.00,0%,33%,2.3,7,FlyWeight,3552
Braxton,Smith,The Beautiful Monster,"5' 11""",257 lbs.,"72.0""",Orthodox,5,2,0,0,6.46,48%,11.54,32%,0.00,0%,100%,0.0,7,HeavyWeight,3553
Walter,Smith-Cotito,,"5' 8""",135 lbs.,--,,4,5,0,0,2.95,36%,3.53,68%,2.16,33%,57%,0.0,9,BantamWeight,3554
Justin,Smitley,,--,145 lbs.,--,,10,7,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,18,FeatherWeight,3555
Dmitrii,Smoliakov,The Lifeguard,"6' 2""",253 lbs.,"74.0""",Switch,9,3,0,0,1.44,42%,3.81,55%,0.00,0%,75%,0.0,12,HeavyWeight,3556
Louis,Smolka,Da Last Samurai,"5' 9""",135 lbs.,"68.0""",Orthodox,17,9,0,0,4.67,47%,4.11,53%,1.69,35%,32%,1.8,26,BantamWeight,3557
Cameron,Smotherman,The Baby-Faced Killa,"5' 9""",135 lbs.,"69.0""",Orthodox,8,4,0,0,4.00,36%,13.00,35%,0.00,0%,0%,0.0,12,BantamWeight,3558
Shimon,Smotritsky,The Assassin,"6' 2""",170 lbs.,"74.0""",Orthodox,8,2,0,0,3.52,34%,8.67,56%,3.52,33%,50%,0.0,10,WelterWeight,3559
Richie,Smullen,,"5' 9""",155 lbs.,"68.0""",Orthodox,3,1,1,0,1.98,77%,2.26,65%,8.49,66%,0%,0.0,5,LightWeight,3560
Devin,Smyth,,"5' 10""",170 lbs.,"72.0""",Switch,4,2,0,0,2.60,68%,6.73,25%,4.00,26%,100%,0.0,6,WelterWeight,3561
Denis,Sobolev,,"6' 3""",216 lbs.,--,Orthodox,4,7,0,0,0.00,0%,5.45,33%,0.00,0%,0%,0.0,11,HeavyWeight,3562
Peter,Sobotta,,"6' 0""",170 lbs.,"75.0""",Southpaw,17,7,1,0,2.14,40%,2.90,58%,1.53,32%,77%,0.5,25,WelterWeight,3563
Renato,Sobral,Babalu,"6' 1""",205 lbs.,"75.0""",Orthodox,37,11,0,0,2.23,45%,1.53,57%,2.48,42%,65%,2.6,48,LightHeavyWeight,3564
Rameau Thierry,Sokoudjou,The African Assassin,"5' 10""",205 lbs.,"78.0""",Orthodox,18,18,0,0,2.26,45%,2.61,56%,1.93,47%,78%,0.9,36,LightHeavyWeight,3565
Alexander,Soldatkin,,"6' 2""",250 lbs.,"75.0""",Orthodox,14,4,0,0,1.16,60%,1.35,26%,1.45,50%,50%,0.0,18,HeavyWeight,3566
Joe,Solecki,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,4,0,0,2.21,56%,1.53,52%,2.65,50%,50%,1.5,17,LightWeight,3567
Chris,Solomon,,"5' 11""",155 lbs.,--,,0,0,0,0,0.00,0%,2.80,37%,0.00,0%,33%,0.0,0,LightWeight,3568
Joe,Son,,"5' 4""",236 lbs.,--,Orthodox,0,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,HeavyWeight,3569
Paul,Song,,--,185 lbs.,--,,2,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,MiddleWeight,3570
Song,Kenan,The Assassin,"6' 0""",170 lbs.,"71.0""",Orthodox,20,8,0,0,4.36,46%,6.38,50%,0.34,50%,61%,0.0,28,WelterWeight,3571
Song,Yadong,Kung Fu Kid,"5' 8""",135 lbs.,"67.0""",Orthodox,21,8,1,0,4.49,43%,3.96,55%,0.66,40%,72%,0.2,30,BantamWeight,3572
YoungJae,Song,Super Rookie,"5' 7""",145 lbs.,"70.0""",Orthodox,6,1,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,FeatherWeight,3573
Emrah,Sonmez,Anatolian Wolf,"5' 10""",145 lbs.,"71.0""",Orthodox,14,5,0,0,1.47,46%,1.73,48%,5.00,21%,0%,0.0,19,FeatherWeight,3574
Chael,Sonnen,,"6' 1""",205 lbs.,"73.0""",Southpaw,29,15,1,0,3.08,43%,1.10,62%,3.81,59%,66%,0.4,45,LightHeavyWeight,3575
Cody,Sons,,"5' 9""",205 lbs.,--,,3,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,10,LightHeavyWeight,3576
Jin,Soo Son,,"5' 6""",135 lbs.,"69.0""",Orthodox,9,4,0,0,5.10,36%,7.63,52%,1.50,25%,100%,0.0,13,BantamWeight,3577
Benardo,Sopaj,Lion King,"5' 6""",135 lbs.,"66.0""",Orthodox,11,3,0,0,3.06,52%,4.56,53%,3.06,75%,50%,0.0,14,BantamWeight,3578
Emiliano,Sordi,He-Man,"6' 2""",205 lbs.,--,Orthodox,16,7,0,0,4.79,50%,4.79,48%,0.00,0%,100%,8.3,23,LightHeavyWeight,3579
Sean,Soriano,,"5' 9""",145 lbs.,"70.0""",Orthodox,14,8,0,0,3.18,61%,2.14,56%,1.33,55%,52%,0.0,22,FeatherWeight,3580
Punahele,Soriano,Puna,"5' 11""",170 lbs.,"72.0""",Southpaw,9,4,0,0,3.96,45%,4.55,48%,0.79,40%,33%,0.0,13,WelterWeight,3581
Dmitry,Sosnovskiy,Wicked Machine,"6' 3""",240 lbs.,"77.0""",Orthodox,11,0,0,0,2.95,70%,2.53,35%,3.16,66%,100%,3.2,11,HeavyWeight,3582
Ben,Sosoli,Combat Wombat,"6' 0""",265 lbs.,"72.0""",Southpaw,7,3,0,0,2.31,31%,4.30,47%,0.00,0%,0%,0.0,10,HeavyWeight,3583
Krzysztof,Soszynski,The Polish Experiment,"6' 1""",205 lbs.,"77.0""",Open Stance,26,12,1,0,3.37,39%,3.13,58%,0.52,25%,71%,1.0,39,LightHeavyWeight,3584
George,Sotiropoulos,,"5' 10""",155 lbs.,"71.0""",Orthodox,14,7,0,0,2.61,27%,2.52,67%,2.32,31%,53%,1.6,21,LightWeight,3585
Greg,Soto,,"5' 11""",170 lbs.,"73.0""",Orthodox,9,4,0,0,3.21,63%,2.61,52%,1.49,27%,44%,1.0,13,WelterWeight,3586
Alex,Soto,Extremo,"5' 8""",135 lbs.,--,Southpaw,8,3,1,0,2.95,25%,5.02,59%,2.82,30%,0%,0.0,12,BantamWeight,3587
Joe,Soto,One Bad Mofo,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0,0,3.36,41%,5.37,67%,0.85,21%,70%,1.9,25,BantamWeight,3588
Mario,Soto,Dr. Mario,"6' 0""",145 lbs.,--,,7,2,0,0,1.43,23%,5.23,42%,0.00,0%,0%,0.0,9,FeatherWeight,3589
Andre,Soukhamthath,The Asian Sensation,"5' 9""",135 lbs.,"70.0""",Orthodox,13,8,0,0,2.77,44%,4.31,49%,1.25,53%,58%,0.2,21,BantamWeight,3590
Mario,Sousa,Coracao Valente,"6' 3""",185 lbs.,"79.0""",Orthodox,15,3,0,0,2.82,50%,2.99,28%,0.52,25%,37%,0.5,18,MiddleWeight,3591
Bobby,Southworth,,"6' 2""",205 lbs.,--,Orthodox,10,6,0,0,0.99,39%,1.38,65%,3.98,78%,64%,1.3,16,LightHeavyWeight,3592
Jacare,Souza,,"6' 1""",185 lbs.,"72.0""",Orthodox,26,10,0,0,2.53,47%,2.83,62%,2.57,39%,57%,1.3,36,MiddleWeight,3593
Edimilson,Souza,Kevin,"6' 0""",145 lbs.,"74.0""",Orthodox,15,5,0,0,4.65,44%,2.91,58%,0.00,0%,50%,0.0,20,FeatherWeight,3594
Livinha,Souza,The Brazilian Gangsta,"5' 3""",115 lbs.,"63.0""",Orthodox,14,4,0,0,1.75,45%,3.60,56%,2.54,45%,40%,1.4,18,StrawWeight,3595
Bruno,Souza,The Tiger,"5' 10""",145 lbs.,"70.0""",Orthodox,10,3,0,0,3.73,39%,5.30,45%,0.50,16%,60%,0.0,13,FeatherWeight,3596
Ketlen,Souza,Esquentadinha,"5' 3""",115 lbs.,"63.0""",Orthodox,14,4,0,0,4.78,68%,2.03,60%,0.90,50%,50%,0.0,18,StrawWeight,3597
Charon,Spain,,"5' 9""",155 lbs.,--,,14,26,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,40,LightWeight,3598
Chris,Spang,The Kiss,"6' 2""",170 lbs.,--,Orthodox,6,3,0,0,1.83,36%,1.95,60%,0.00,0%,50%,0.9,9,WelterWeight,3599
Andreas,Spang,Sweet Swede,"6' 1""",185 lbs.,--,,9,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,MiddleWeight,3600
Ryan,Spann,Superman,"6' 5""",205 lbs.,"79.0""",Orthodox,21,10,0,0,3.25,40%,3.89,44%,1.34,35%,47%,1.5,31,LightHeavyWeight,3601
Ron,Sparks,The Monster,"6' 5""",265 lbs.,--,,8,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,HeavyWeight,3602
Tommy,Speer,,"5' 10""",170 lbs.,"71.0""",Orthodox,21,7,0,0,2.56,51%,5.12,35%,2.02,33%,33%,0.0,28,WelterWeight,3603
Patrick,Speight,,"6' 1""",170 lbs.,--,Orthodox,7,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,10,WelterWeight,3604
Sean,Spencer,Black Magic,"5' 10""",170 lbs.,"74.0""",Orthodox,12,6,0,0,4.24,32%,4.02,60%,0.14,33%,68%,0.0,18,WelterWeight,3605
Felicia,Spencer,FeeNom,"5' 6""",145 lbs.,"68.0""",Orthodox,9,3,0,0,3.21,48%,4.54,45%,1.18,18%,27%,0.2,12,FeatherWeight,3606
Sam,Spengler,The Ram,"5' 11""",185 lbs.,--,Orthodox,9,5,0,0,3.27,62%,3.27,54%,1.75,11%,75%,1.8,14,MiddleWeight,3607
Nick,Sperling,,--,135 lbs.,--,,3,4,0,0,1.40,25%,1.40,66%,0.00,0%,0%,0.0,7,BantamWeight,3608
Mario,Sperry,Zen Machine,"6' 2""",205 lbs.,--,Orthodox,13,4,0,0,2.81,52%,1.53,47%,2.09,42%,71%,1.4,17,LightHeavyWeight,3609
Eric,Spicely,Zebrinha,"6' 1""",185 lbs.,"73.0""",Orthodox,12,6,0,0,3.71,45%,5.72,55%,1.31,20%,75%,1.0,18,MiddleWeight,3610
Waachiim,Spiritwolf,Native Warrior,"5' 8""",170 lbs.,--,,12,13,1,0,10.00,100%,10.00,0%,0.00,0%,0%,0.0,26,WelterWeight,3611
Daniel,Spitz,,"6' 7""",245 lbs.,"82.0""",Orthodox,6,3,0,0,2.60,35%,5.30,46%,0.74,66%,0%,0.0,9,HeavyWeight,3612
Serghei,Spivac,Polar Bear,"6' 3""",260 lbs.,"78.0""",Orthodox,16,4,0,0,3.54,49%,3.79,49%,4.56,64%,70%,0.5,20,HeavyWeight,3613
Daniel,Spohn,Dragon,"6' 4""",205 lbs.,"79.0""",Southpaw,15,6,0,0,2.42,49%,1.60,53%,0.00,0%,28%,2.5,21,LightHeavyWeight,3614
Pete,Spratt,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,25,23,0,0,1.63,48%,1.33,55%,0.30,100%,46%,0.3,48,WelterWeight,3615
Austin,Springer,,"5' 8""",145 lbs.,"71.0""",Orthodox,12,4,0,0,3.54,57%,3.15,41%,3.37,40%,100%,0.8,16,FeatherWeight,3616
Georges,St-Pierre,Rush,"5' 11""",185 lbs.,"76.0""",Orthodox,26,2,0,0,3.78,53%,1.40,72%,4.16,74%,83%,1.1,28,MiddleWeight,3617
Bobby,Stack,,"5' 9""",155 lbs.,--,Orthodox,8,3,0,0,1.00,20%,2.89,34%,7.48,45%,100%,0.0,11,LightWeight,3618
Andreas,Stahl,Real Steel,"5' 11""",170 lbs.,--,Orthodox,10,4,0,0,2.83,37%,4.74,57%,1.55,66%,80%,0.0,14,WelterWeight,3619
Ron,Stallings,The Choir Boy,"6' 2""",170 lbs.,"75.0""",Southpaw,14,8,0,0,3.22,60%,3.26,51%,0.00,0%,71%,0.0,22,WelterWeight,3620
Cody,Stamann,The Spartan,"5' 6""",135 lbs.,"64.0""",Orthodox,21,6,1,0,4.39,47%,3.63,62%,2.34,39%,76%,0.0,28,BantamWeight,3621
Cristina,Stanciu,Barbie,"5' 3""",115 lbs.,--,Orthodox,5,2,0,0,2.50,50%,3.07,52%,0.85,100%,40%,1.7,7,StrawWeight,3622
Brian,Stann,All American,"6' 1""",205 lbs.,"74.0""",Orthodox,12,6,0,0,3.28,42%,2.65,59%,0.12,12%,60%,0.3,18,LightHeavyWeight,3623
Josh,Stansbury,The Sandman,"6' 2""",205 lbs.,"74.0""",Orthodox,4,8,0,0,3.22,54%,3.54,54%,0.00,0%,87%,1.0,12,LightHeavyWeight,3624
Dion,Staring,Soldier,"6' 1""",235 lbs.,--,Orthodox,35,14,0,0,1.09,37%,5.00,47%,0.00,0%,33%,0.0,49,HeavyWeight,3625
Lucas,Stark,,--,155 lbs.,--,,1,5,0,0,1.60,25%,3.20,66%,12.00,100%,0%,0.0,6,LightWeight,3626
Clifford,Starks,,"6' 0""",185 lbs.,"78.0""",Orthodox,13,3,0,0,1.94,33%,2.49,58%,1.94,100%,60%,0.0,16,MiddleWeight,3627
Kalib,Starnes,,"6' 3""",185 lbs.,"74.0""",Orthodox,17,11,1,0,2.71,48%,4.43,53%,1.46,33%,25%,0.6,29,MiddleWeight,3628
Laureano,Staropoli,Pepi,"6' 1""",185 lbs.,"71.0""",Orthodox,9,5,0,0,3.31,34%,3.73,54%,0.83,26%,48%,0.0,14,MiddleWeight,3629
Damian,Stasiak,Webster,"5' 5""",135 lbs.,"70.0""",Orthodox,10,6,0,0,1.86,36%,3.10,52%,2.64,35%,43%,0.6,16,BantamWeight,3630
Adam,Steele,,--,170 lbs.,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,WelterWeight,3631
Dominique,Steele,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74.0""",Orthodox,14,9,0,0,2.32,49%,2.42,50%,2.95,42%,76%,0.0,23,WelterWeight,3632
Ricky,Steele,The Karate Kid,"5' 9""",135 lbs.,"74.0""",Orthodox,6,0,0,0,4.07,70%,2.93,50%,0.00,0%,91%,0.0,6,BantamWeight,3633
Kody,Steele,,--,170 lbs.,--,,6,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,WelterWeight,3634
Eric,Steenberg,,--,155 lbs.,--,,5,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,LightWeight,3635
Steve,Steinbeiss,The Hooligan,"6' 3""",185 lbs.,"75.0""",Orthodox,9,4,0,0,3.92,55%,1.86,49%,0.44,50%,58%,0.0,13,MiddleWeight,3636
Ray,Steinbeiss,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,14,7,0,0,0.00,0%,0.00,100%,0.00,0%,0%,0.0,21,WelterWeight,3637
Dmitri,Stepanov,,"6' 3""",217 lbs.,--,Orthodox,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,3638
Jeremy,Stephens,Lil' Heathen,"5' 9""",145 lbs.,"71.0""",Orthodox,28,19,0,0,3.17,40%,3.05,58%,1.16,38%,65%,0.4,47,FeatherWeight,3639
Aljamain,Sterling,Funk Master,"5' 7""",145 lbs.,"71.0""",Orthodox,24,4,0,0,4.61,52%,2.30,58%,2.31,27%,45%,0.7,28,FeatherWeight,3640
Marc,Stevens,,"5' 9""",155 lbs.,--,,21,10,0,0,0.45,26%,1.79,46%,0.00,0%,0%,0.0,31,LightWeight,3641
Joe,Stevenson,Daddy,"5' 7""",145 lbs.,"70.0""",Orthodox,33,16,0,0,2.05,44%,2.44,60%,2.75,44%,39%,2.2,49,FeatherWeight,3642
Maia,Stevenson,,"5' 4""",115 lbs.,"62.0""",Orthodox,6,5,0,0,1.57,54%,3.13,33%,3.91,100%,50%,0.0,11,StrawWeight,3643
Luke,Stewart,,"5' 11""",170 lbs.,--,Orthodox,6,3,0,0,3.75,56%,2.34,53%,3.75,33%,50%,1.9,9,WelterWeight,3644
Darren,Stewart,The Dentist,"6' 0""",205 lbs.,"74.0""",Orthodox,12,8,0,0,3.05,45%,3.29,48%,1.75,45%,67%,0.1,20,LightHeavyWeight,3645
Kyle,Stewart,Gunz Up,"6' 0""",170 lbs.,"76.0""",Orthodox,11,3,0,0,1.41,35%,2.42,43%,1.32,20%,60%,0.0,14,WelterWeight,3646
Alex,Stiebling,The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,19,11,1,0,1.77,42%,1.45,52%,0.35,66%,66%,0.7,31,LightHeavyWeight,3647
Tyler,Stinson,The Evolution,"6' 3""",170 lbs.,--,,30,10,0,0,2.80,23%,4.60,56%,0.50,100%,0%,0.5,40,WelterWeight,3648
Dan,Stittgen,The Anvil,"6' 1""",170 lbs.,--,Orthodox,12,5,0,0,2.97,46%,4.42,37%,0.78,100%,100%,0.0,17,WelterWeight,3649
Lazar,Stojadinovic,The Bronx Bomber,"5' 7""",145 lbs.,"68.0""",Southpaw,12,5,0,0,1.82,29%,1.97,59%,0.00,0%,0%,0.0,17,FeatherWeight,3650
Denis,Stojnic,,"6' 0""",245 lbs.,--,Orthodox,13,3,0,0,1.51,23%,6.06,36%,0.00,0%,80%,1.0,16,HeavyWeight,3651
Julija,Stoliarenko,,"5' 7""",125 lbs.,"66.0""",Orthodox,11,9,2,0,2.49,39%,4.54,46%,0.93,27%,54%,1.7,22,FlyWeight,3652
Dustin,Stoltzfus,,"6' 0""",185 lbs.,"75.0""",Orthodox,15,5,0,0,3.49,44%,3.29,48%,2.40,40%,46%,0.7,20,MiddleWeight,3653
Niklas,Stolze,Green Mask,"6' 1""",155 lbs.,"74.0""",Switch,12,6,0,0,2.12,48%,2.25,49%,0.66,100%,55%,0.7,18,LightWeight,3654
Ken,Stone,,"5' 8""",135 lbs.,"71.0""",Southpaw,11,4,0,0,3.85,49%,2.90,48%,1.24,33%,60%,0.6,15,BantamWeight,3655
Ryan,Stonitsch,,"5' 9""",170 lbs.,--,Southpaw,8,1,0,0,2.53,36%,2.53,71%,0.00,0%,0%,0.0,9,WelterWeight,3656
George,Stork,,"5' 10""",185 lbs.,--,,7,9,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,16,MiddleWeight,3657
Rick,Story,The Horror,"5' 9""",170 lbs.,"71.0""",Southpaw,19,9,0,0,3.80,41%,2.17,62%,2.53,48%,63%,0.9,28,WelterWeight,3658
Darko,Stosic,,"6' 0""",205 lbs.,"76.0""",Orthodox,13,4,0,0,2.61,45%,4.04,58%,3.42,50%,83%,0.0,17,LightHeavyWeight,3659
Greg,Stott,Ranger,"5' 7""",220 lbs.,--,Southpaw,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,3660
Curtis,Stout,,"6' 1""",185 lbs.,--,Southpaw,11,12,1,0,0.69,67%,3.20,29%,0.00,0%,20%,0.0,24,MiddleWeight,3661
Sam,Stout,Hands of Stone,"5' 9""",155 lbs.,"70.0""",Orthodox,20,12,1,0,4.17,28%,4.08,57%,0.63,38%,77%,0.1,33,LightWeight,3662
Tim,Stout,,"5' 11""",185 lbs.,--,,12,10,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,22,MiddleWeight,3663
Jesse,Strader,Sui Generis,"5' 7""",135 lbs.,"70.0""",Orthodox,5,3,0,0,5.03,51%,5.28,47%,3.87,57%,100%,0.0,8,BantamWeight,3664
Gennaro,Strangis,,--,--,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,3665
Dave,Strasser,,"5' 10""",170 lbs.,--,Orthodox,25,8,0,0,3.04,45%,1.88,59%,0.72,33%,33%,0.0,33,WelterWeight,3666
Daniel,Straus,,"5' 7""",145 lbs.,"71.0""",,24,7,0,0,4.76,43%,2.99,57%,0.84,15%,81%,1.1,31,FeatherWeight,3667
Gerald,Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,9,7,0,0,0.00,0%,4.00,38%,0.00,0%,0%,16.4,16,LightWeight,3668
Sean,Strickland,,"6' 1""",185 lbs.,"76.0""",Orthodox,28,6,0,0,5.91,41%,4.33,62%,0.85,64%,77%,0.2,34,MiddleWeight,3669
Mark,Striegl,Mugen,"5' 8""",145 lbs.,"70.0""",Southpaw,18,4,0,0,1.40,45%,4.07,40%,0.00,0%,66%,0.0,22,FeatherWeight,3670
Hans,Stringer,,"6' 3""",205 lbs.,--,Orthodox,22,8,3,0,3.16,61%,2.84,41%,2.40,36%,62%,0.0,33,LightHeavyWeight,3671
Stefan,Struve,Skyscraper,"6' 11""",265 lbs.,"84.0""",Orthodox,33,13,0,0,3.12,47%,4.04,46%,0.56,46%,55%,1.7,46,HeavyWeight,3672
Josh,Stuart,,"5' 9""",160 lbs.,--,,1,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,WelterWeight,3673
Mike,Stumpf,,"5' 10""",170 lbs.,--,,11,4,0,0,3.34,43%,8.85,47%,1.59,25%,33%,0.8,15,WelterWeight,3674
Kyle,Sturgeon,,"6' 3""",225 lbs.,--,Switch,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,3675
Tatiana,Suarez,,"5' 5""",115 lbs.,"66.0""",Southpaw,11,0,0,0,4.27,63%,1.38,51%,6.20,61%,100%,0.9,11,StrawWeight,3676
Masanori,Suda,,"5' 9""",183 lbs.,--,Orthodox,22,11,3,0,1.80,50%,1.20,63%,0.00,0%,60%,0.0,36,MiddleWeight,3677
Genki,Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15,4,2,0,1.55,39%,2.23,33%,3.58,60%,50%,4.2,21,LightWeight,3678
Lucasz,Sudolski,,"6' 4""",205 lbs.,"75.0""",Orthodox,8,1,0,0,5.70,67%,4.89,28%,0.00,0%,100%,0.0,9,LightHeavyWeight,3679
Daisuke,Sugie,Amazon,"5' 6""",160 lbs.,--,Orthodox,10,8,1,0,0.00,0%,0.22,80%,3.27,50%,0%,3.3,19,WelterWeight,3680
Takashi,Sugiura,,"5' 11""",225 lbs.,--,Southpaw,1,3,0,0,1.37,40%,2.08,53%,1.33,66%,0%,0.0,4,HeavyWeight,3681
Naho,Sugiyuma,Sugi Rock,"5' 1""",105 lbs.,--,,12,5,0,0,2.59,48%,2.45,71%,2.05,100%,66%,0.0,17,StrawWeight,3682
George,Sullivan,The Silencer,"6' 0""",170 lbs.,"73.0""",Orthodox,17,7,0,0,3.53,39%,2.42,57%,1.37,20%,38%,0.7,24,WelterWeight,3683
Amar,Suloev,,"5' 9""",183 lbs.,--,Orthodox,24,7,0,0,1.98,37%,2.19,70%,0.27,100%,88%,0.3,31,MiddleWeight,3684
Magomed,Sultanakhmedov,,"6' 2""",185 lbs.,--,Southpaw,18,6,0,0,0.00,0%,2.40,42%,9.00,100%,0%,9.0,24,MiddleWeight,3685
Justin,Sumter,,"6' 2""",185 lbs.,"80.0""",Southpaw,7,3,0,0,2.68,48%,7.64,34%,2.87,100%,0%,0.0,10,MiddleWeight,3686
,Sumudaerji,The Tibetan Eagle,"5' 8""",125 lbs.,"72.0""",Southpaw,16,6,0,0,4.64,54%,2.73,61%,0.29,100%,66%,0.6,22,FlyWeight,3687
Rama,Supandhi,Hellboy,"5' 5""",125 lbs.,"66.0""",Southpaw,8,4,0,0,2.20,42%,3.53,48%,1.00,11%,0%,0.0,12,FlyWeight,3688
Aji,Susilo,,"5' 10""",155 lbs.,--,,6,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,10,LightWeight,3689
Jason,Suttie,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,0,1,0,0,2.07,83%,4.97,36%,0.00,0%,0%,0.0,1,HeavyWeight,3690
Joel,Sutton,,"5' 11""",205 lbs.,--,Orthodox,2,4,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,LightHeavyWeight,3691
Chad,Sutton,,"6' 1""",185 lbs.,--,,2,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,MiddleWeight,3692
Danilo,Suzart,,"6' 0""",260 lbs.,--,Orthodox,9,2,0,0,4.09,55%,11.73,51%,0.00,0%,0%,0.0,11,HeavyWeight,3693
Martin,Svensson,,"6' 1""",155 lbs.,--,,15,6,0,0,2.02,38%,5.91,38%,0.00,0%,0%,0.0,21,LightWeight,3694
Daniel,Swain,,"5' 9""",145 lbs.,"70.0""",Orthodox,20,10,1,0,0.80,44%,3.20,40%,0.00,0%,0%,6.0,31,FeatherWeight,3695
Cub,Swanson,,"5' 8""",145 lbs.,"70.0""",Orthodox,29,13,0,0,4.70,50%,3.84,59%,1.09,52%,61%,0.4,42,FeatherWeight,3696
Mike,Swick,Quick,"6' 1""",170 lbs.,"77.0""",Orthodox,15,6,0,0,2.36,37%,2.29,54%,1.06,50%,61%,0.6,21,WelterWeight,3697
Floyd,Sword,,"6' 0""",185 lbs.,--,Orthodox,12,3,0,0,0.78,42%,1.57,40%,0.00,0%,33%,0.0,15,MiddleWeight,3698
Oumar,Sy,,"6' 4""",205 lbs.,"83.0""",Orthodox,10,0,0,0,0.00,0%,0.81,25%,8.07,66%,0%,4.0,10,LightHeavyWeight,3699
Bentley,Syler,Bolivia,"5' 4""",125 lbs.,--,Orthodox,5,1,0,0,1.30,18%,1.73,79%,0.00,0%,75%,0.0,6,FlyWeight,3700
Kevin,Syler,El Nino Bala,"5' 9""",155 lbs.,"71.0""",Switch,10,1,0,0,5.60,69%,4.03,48%,1.00,40%,77%,2.0,11,LightWeight,3701
Leo,Sylvest,Lethal,"5' 11""",205 lbs.,--,Orthodox,10,16,0,0,0.00,0%,6.58,27%,0.00,0%,0%,0.0,26,LightHeavyWeight,3702
Tony,Sylvester,,"6' 1""",225 lbs.,--,Southpaw,11,3,0,0,0.00,0%,10.12,12%,0.00,0%,0%,0.0,14,HeavyWeight,3703
